date,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,z_SHOCK_Index,z_VOL_Base_Index,z_MDI_Index,z_LEARN_Index,z_ESCAPE_Index
2023-03-26,1.0,13.8,22.8,17.4,27.4,-0.6241949812664864,1.2063764361613742,0.46378367262570036,0.27582156712786515,1.8629489736835938
2023-04-02,1.0,8.8,21.4,17.2,24.0,-0.6241949812664864,0.3022050356623026,0.1729362847078878,0.24103043763787318,0.9054698198388604
2023-04-09,1.0,10.2,23.2,17.2,24.0,-0.6241949812664864,0.5553730278020425,0.5468829263165035,0.24103043763787318,0.9054698198388604
2023-04-16,1.0,10.8,26.6,20.2,24.8,-0.6241949812664864,0.6638735958619313,1.2532265826883333,0.7628973799877551,1.1307590325082097
2023-04-23,0.8,12.4,27.4,20.8,24.8,-0.6487121939064653,0.9532084440216342,1.4194250900699397,0.8672707684577318,1.1307590325082097
2023-04-30,0.8,13.6,22.2,18.0,23.2,-0.6487121939064653,1.1702095801414112,0.3391347920894949,0.38019495559784183,0.680180607169511
2023-05-07,0.8,13.4,22.8,20.2,24.4,-0.6487121939064653,1.1340427241214486,0.46378367262570036,0.7628973799877551,1.0181144261735346
2023-05-14,0.8,9.6,24.8,15.0,21.8,-0.6487121939064653,0.4468724597421539,0.8792799410797176,-0.14167198675204012,0.2859244849981505
2023-05-21,1.0,9.0,18.4,13.6,20.4,-0.6241949812664864,0.33837189168226534,-0.45030811797313813,-0.38520989318198506,-0.10833163717321113
2023-05-28,0.8,6.8,18.0,12.8,20.6,-0.6487121939064653,-0.05946352453732626,-0.5334073716639413,-0.5243744111419534,-0.05200933400587305
2023-06-04,0.8,7.2,21.2,13.6,19.8,-0.6487121939064653,0.012870187502599549,0.1313866578624862,-0.38520989318198506,-0.2772985466752224
2023-06-11,0.8,6.4,16.0,12.4,20.0,-0.6487121939064653,-0.1317972365772519,-0.9489036401179586,-0.5939566701219378,-0.2209762435078853
2023-06-18,0.8,2.0,17.0,12.0,18.6,-0.6487121939064653,-0.9274680690164351,-0.7411555058909499,-0.663538929101922,-0.6152323656792459
2023-06-25,0.8,2.8,16.8,10.4,20.8,-0.6487121939064653,-0.7828006449365836,-0.7827051327363516,-0.941867965021859,0.004312969161464034
2023-07-02,0.6,0.0,17.0,8.8,19.6,-0.673229406546444,-1.2891366292160638,-0.7411555058909499,-1.220197000941796,-0.33362084984255946
2023-07-09,0.8,4.2,19.0,7.8,19.4,-0.6487121939064653,-0.5296326527968435,-0.32565923743693265,-1.3941526483917566,-0.38994315300989757
2023-07-16,0.6,0.0,13.6,9.0,18.2,-0.673229406546444,-1.2891366292160638,-1.4474991622627795,-1.1854058714518039,-0.7278769720139211
2023-07-23,0.8,3.4,17.6,8.6,18.4,-0.6487121939064653,-0.674300076876695,-0.6165066253547444,-1.2549881304317883,-0.671554668846584
2023-07-30,0.6,3.2,15.8,7.2,19.0,-0.673229406546444,-0.7104669328966579,-0.9904532669633602,-1.4985260368617332,-0.5025877593445718
2023-08-06,0.6,5.8,23.0,8.2,18.8,-0.673229406546444,-0.2402978046371406,0.505333299471102,-1.3245703894117726,-0.5589100625119088
2023-08-13,0.6,0.0,21.4,8.8,19.6,-0.673229406546444,-1.2891366292160638,0.1729362847078878,-1.220197000941796,-0.33362084984255946
2023-08-20,0.8,0.0,18.0,10.4,17.8,-0.6487121939064653,-1.2891366292160638,-0.5334073716639413,-0.941867965021859,-0.8405215783485952
2023-08-27,0.6,0.0,11.6,9.0,18.6,-0.673229406546444,-1.2891366292160638,-1.8629954307167966,-1.1854058714518039,-0.6152323656792459
2023-09-03,0.6,3.0,18.8,10.2,18.8,-0.673229406546444,-0.7466337889166207,-0.36720886428233424,-0.9766590945118513,-0.5589100625119088
