date,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index
2021-12-01,-1.139061623430117,-1.3601678192313296,-1.7156713104531414,-0.8379107996665038,-1.1924550204325537
2022-01-01,-1.139061623430117,-1.3601678192313296,-0.8320353075817569,-0.807384984409606,0.11109381315584582
2022-02-01,-1.139061623430117,-1.3601678192313296,-0.35070512715588054,-0.8039932271588396,0.1204718623183521
2022-03-01,-1.139061623430117,-1.3512473361065152,-0.32376500511711903,-0.8124726202857557,0.03841393214642098
2022-04-01,-1.139061623430117,-1.3423268529817005,-0.09926398812743804,-0.8039932271588396,0.0501364935995534
2022-05-01,-1.139061623430117,-1.0104848807386015,-0.5159378756602857,-0.8039932271588396,-0.38594279245699736
2022-06-01,-1.139061623430117,-0.9230641461154194,-0.7817470797760682,-0.7997535305953816,-0.3132629114475717
2022-07-01,-1.1264535390476322,-1.0533031997377111,-0.7099067543393701,-0.8006014699080732,-0.37656474329449025
2022-08-01,-1.107541412473905,-1.1460762242357818,-0.7548069577373063,-0.7912741374684655,-0.289817788541306
2022-09-01,-1.115421465212958,-1.1995991229846685,-0.6111263068639107,-0.7912741374684655,-0.5125464561508345
2022-10-01,-1.139061623430117,-1.0033484942387498,-0.4512815827672577,-0.7768591691527083,-0.30154034999443924
2022-11-01,-1.115421465212958,0.25443962636009343,-0.5303059407476254,-0.7827947443415494,-0.9111135455573594
2022-12-01,-0.7292988809993588,-0.7000520679950571,-0.7278668356985448,-0.7573565649608013,-1.1572873360731544
2023-01-01,-0.5590897418358133,1.1447038422165796,-0.5015698105729465,-0.6818899661312483,-0.3390525466444643
2023-02-01,-0.3037760330904947,0.12955286261269036,-0.20702447628248455,-0.6132068818032282,-0.33670803435383817
2023-03-01,-0.24861566391712336,0.18307576136157744,-0.15314423220496162,-0.5284129505340676,-0.289817788541306
2023-04-01,-0.1556310415962975,0.038563934739582764,-0.09926398812743804,-0.3664565418099707,-0.23589400585689368
2023-05-01,-0.2801358748733356,-0.1826640467558168,-0.5303059407476254,-0.38002357081303645,-0.4304885259789026
2023-06-01,-0.4850172460887146,-0.352153226127292,-0.7637869984168937,-0.37578387424957843,-0.5828818248696324
2023-07-01,-0.5843059106007829,-0.5323469852485448,-0.7601949821450589,-0.3969823570668686,-0.4422110874320358
2023-08-01,-0.5716978262182981,-0.6197677198717267,-0.6470464695822595,-0.43089992957453277,-0.6180495092290321
2023-09-01,-0.3983366659591312,-0.5662448211228398,-0.32376500511711903,-0.456338108955281,-0.5594367019633667
2023-10-01,-0.3699684760985403,-0.51093782574899,-0.3147849644375317,-0.47160101658372994,-0.5828818248696332
2023-11-01,-0.2801358748733357,-0.494880956124324,-0.1351841508457869,-0.3885029639399525,-0.7118300008540973
2023-12-01,-0.4519210245846918,-0.6108472367469122,-0.6452504614463421,-0.41394114332070064,-0.9486257422073853
2024-01-01,-0.37469650774197216,0.37040590698268155,-0.32376500511711903,-0.3376266051784561,-0.090534243838044
2024-02-01,-0.17769518926564612,0.04034803136454546,0.0264565813867832,-0.2952296395438758,0.08530417795895316
2024-03-01,-0.22497550569996433,-0.31825539025299704,-0.08489592304009812,-0.2850543677915765,-0.10460131758180258
2024-04-01,-0.18557524200469913,-0.28970984425359064,0.36769812721109874,-0.29946933610733384,-0.05536655947864423
2024-05-01,-0.22497550569996433,-0.24510742862951818,-0.38662528987422967,-0.26555176359966964,-0.535991579057101
2024-06-01,-0.40148868705475244,-0.44671034725032566,-0.6236983638153325,-0.30201315404540857,-0.5453696282196073
2024-07-01,-0.4928972988277677,-0.4770399898746949,-0.629086388223085,-0.37154417768612036,-0.3835982801663704
2024-08-01,-0.3037760330904947,-0.25402791175433265,-0.5213259000680383,-0.32914721205154,-0.3015403499944384
2024-09-01,0.039794266332217776,-0.24689152525448105,0.08752085800797704,-0.2850543677915765,-0.2734062025069196
2024-10-01,0.12174681481836946,-0.24510742862951818,0.10727694750306888,-0.2443532807823794,-0.40704340307263687
2024-11-01,0.14538697303552864,-0.24510742862951818,0.08033682546430677,-0.22739449452854732,-0.5242690176039677
2024-12-01,0.13435489920085433,-0.28257345775373904,-0.3291530295248716,-0.2172192227762481,-0.8454672014198138
2025-01-01,0.4133087661633319,0.2276781769856499,-0.11722406948661214,0.005788816461644431,0.3432005299278806
2025-02-01,0.799431350376931,0.5666565357286006,0.5293388594436688,0.1456988030557595,0.7065999349750065
2025-03-01,0.827799540237522,0.3525649407330526,0.4754586153661452,0.0880389297927303,0.31741089473098794
2025-04-01,1.1619137763733707,0.575577018853415,0.6999596323558263,0.15841789274613363,0.014968809240154464
2025-05-01,1.201314040068636,0.816430063223406,0.01747654070719647,0.2686500033960424,-0.27809522708817275
2025-06-01,1.1871299451383406,1.0947491367176183,-0.03460769523441001,1.0987825905211253,-0.06708912093177749
2025-07-01,1.7292775735851897,2.163423015070394,0.2599376390560516,1.549038365560368,0.6714322506156076
2025-08-01,1.7292775735851897,1.4444320752103461,0.10907295563898596,1.4277830438454682,0.31741089473098794
2025-09-01,1.9420389975396215,0.9680782763452527,0.8705804052679836,1.5617574552507425,0.56592919753741
2025-10-01,1.8632384701490916,1.10188552321747,0.7717999577925245,1.1335481023414808,0.47214870591234476
2025-11-01,1.7671018267326446,1.3802045967116818,1.4668551063925765,1.7398247109159795,0.8613377461563633
2025-12-01,1.2485943565029543,1.2535337363393164,0.9334406900250947,1.8670156078197202,1.011386532756467
2026-01-01,1.5953166770212883,2.0742181838222495,2.0110455715755635,2.443614340450013,3.0980024714141563
2026-02-01,1.6662371516727656,1.913649487575589,3.7082732600175516,2.9650970177553506,4.610212898868325
2026-03-01,1.80807810097572,2.636208620685562,4.013594643123518,2.8803030864861903,2.5353195216637685
