,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR
2024-01-28,5.4,10.6,17.0,6.6,20.6,100.14984929723923,0.04073948533080962,115.19479999999999
2024-02-04,5.6,9.0,18.6,6.4,21.2,100.24190561498398,0.0407228950329408,115.15288000000001
2024-02-11,6.4,7.2,17.4,6.8,19.4,100.26483276606206,0.1312663605395059,115.97272000000001
2024-02-18,6.4,6.8,18.0,7.4,20.6,100.28775991714015,0.13109427785207295,116.2597
2024-02-25,6.2,7.4,17.4,7.4,19.8,100.31068706821824,0.13092264575509382,115.8466
2024-03-03,6.0,6.2,18.0,7.2,19.6,100.33361421929632,0.13075146248104907,115.85588
2024-03-10,5.8,6.4,16.6,7.2,19.8,100.25948520030836,0.04571407613755962,115.25912000000001
2024-03-17,5.8,5.4,16.8,7.0,19.2,100.18535618132042,0.045693187918849354,115.05738000000001
2024-03-24,5.8,5.4,17.2,7.4,20.2,100.11122716233245,0.04567231878038758,115.93638000000001
2024-03-31,5.6,5.6,17.4,6.8,19.0,100.03709814334451,0.04565146869608405,116.30488
2024-04-07,6.2,5.6,17.6,6.6,20.0,99.96296912435655,0.04563063763982633,116.38076000000001
2024-04-14,6.0,6.4,20.0,7.0,20.6,100.11458057631604,0.002723432299056583,116.99076
2024-04-21,6.2,5.4,21.2,7.6,19.2,100.26619202827554,0.0027233581302521515,118.19269999999999
2024-04-28,6.2,6.6,20.0,6.6,18.8,100.41780348023504,0.002723283965488932,117.88363999999999
2024-05-05,5.8,5.6,16.8,6.8,19.2,100.56941493219453,0.002723209804722515,117.69480000000001
2024-05-12,6.6,7.4,16.0,8.4,17.8,100.61669279040403,-0.045748907320863896,117.23578
2024-05-19,6.0,6.0,15.0,7.2,17.2,100.66397064861354,-0.045769846525534064,116.66564000000001
2024-05-26,5.2,5.2,13.8,7.2,16.6,100.71124850682304,-0.045790804906642446,116.73751999999999
2024-06-02,5.8,5.2,14.8,7.4,18.6,100.75852636503254,-0.04581178249060125,116.734925
2024-06-09,5.2,5.0,14.6,7.2,18.2,100.55347579369416,0.04501806164780575,116.44834
2024-06-16,4.4,5.0,14.6,6.8,17.2,100.34842522235577,0.044997804508417616,117.1623
2024-06-23,4.4,5.4,15.2,7.2,18.0,100.1433746510174,0.04497756559140864,117.4756
2024-06-30,3.8,4.4,13.2,5.8,15.8,99.938324079679,0.04495734487210967,117.64514
2024-07-07,4.0,5.0,13.6,6.4,19.0,99.73327350834063,0.0449371423260736,117.35102499999999
2024-07-14,4.0,4.8,14.8,6.0,18.0,99.85526152917396,0.0494438817604026,116.58224
2024-07-21,4.2,4.8,14.2,6.4,18.0,99.97724955000729,0.04941944686751576,116.13899999999998
2024-07-28,4.2,5.4,14.0,5.6,18.0,100.09923757084061,0.049395036113897284,116.48134
2024-08-04,4.2,6.2,13.8,6.6,18.2,100.22122559167394,0.049370649463775784,116.46064000000001
2024-08-11,4.8,6.2,13.6,6.2,18.6,100.08326283125727,0.038668988524848125,115.33848
2024-08-18,6.2,6.6,15.2,6.6,19.0,99.9453000708406,0.038654041398022976,115.06834
2024-08-25,6.2,5.8,16.0,6.6,18.6,99.80733731042395,0.0386391058220692,113.60054
2024-09-01,6.2,5.6,16.4,6.8,18.0,99.66937455000728,0.038624181783575295,113.07128
2024-09-08,7.4,6.0,18.0,6.4,18.8,99.67379013105817,0.05058851204688963,113.41595000000001
2024-09-15,7.8,6.8,19.8,7.2,20.2,99.67820571210906,0.05056293301142212,113.62118000000001
2024-09-22,8.2,6.6,18.8,7.2,18.6,99.68262129315997,0.05053737982991802,113.01939999999999
2024-09-29,7.4,6.8,18.2,7.4,17.8,99.68703687421086,0.05051185246318646,112.6394
