country,shock,response,week,irf,irf_units
VN,Job Insecurity (level),Job Quitting (level),7,-0.0854696,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),8,-0.057086,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),9,-0.0663284,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),10,-0.0538553,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),11,-0.0463749,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),12,-0.0389637,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),13,-0.0367679,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),14,-0.0285121,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),15,-0.0246188,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),16,-0.0209197,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),17,-0.0176869,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),18,-0.0142649,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),19,-0.0122747,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),20,-0.0102291,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),21,-0.0085232,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),22,-0.0070448,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),23,-0.0059275,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),24,-0.0048999,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),25,-0.0040844,standardized (σ)
VN,Job Insecurity (level),Job Quitting (level),26,-0.0033877,standardized (σ)
VN,Burnout (MDI),AI Volatility,0,0.0,standardized (σ)
VN,Burnout (MDI),AI Volatility,1,-0.0199116,standardized (σ)
VN,Burnout (MDI),AI Volatility,2,-0.1515612,standardized (σ)
VN,Burnout (MDI),AI Volatility,3,-0.1844337,standardized (σ)
VN,Burnout (MDI),AI Volatility,4,-0.1392761,standardized (σ)
VN,Burnout (MDI),AI Volatility,5,-0.0220758,standardized (σ)
VN,Burnout (MDI),AI Volatility,6,-0.0134306,standardized (σ)
VN,Burnout (MDI),AI Volatility,7,-0.0125864,standardized (σ)
VN,Burnout (MDI),AI Volatility,8,-0.0177629,standardized (σ)
VN,Burnout (MDI),AI Volatility,9,0.0090314,standardized (σ)
VN,Burnout (MDI),AI Volatility,10,0.0040588,standardized (σ)
VN,Burnout (MDI),AI Volatility,11,0.0027261,standardized (σ)
VN,Burnout (MDI),AI Volatility,12,0.0014937,standardized (σ)
VN,Burnout (MDI),AI Volatility,13,0.0064472,standardized (σ)
VN,Burnout (MDI),AI Volatility,14,0.0037593,standardized (σ)
VN,Burnout (MDI),AI Volatility,15,0.0028093,standardized (σ)
VN,Burnout (MDI),AI Volatility,16,0.0020059,standardized (σ)
VN,Burnout (MDI),AI Volatility,17,0.002457,standardized (σ)
VN,Burnout (MDI),AI Volatility,18,0.0015761,standardized (σ)
VN,Burnout (MDI),AI Volatility,19,0.0012413,standardized (σ)
VN,Burnout (MDI),AI Volatility,20,0.0008745,standardized (σ)
VN,Burnout (MDI),AI Volatility,21,0.0008448,standardized (σ)
VN,Burnout (MDI),AI Volatility,22,0.0005997,standardized (σ)
VN,Burnout (MDI),AI Volatility,23,0.0004639,standardized (σ)
VN,Burnout (MDI),AI Volatility,24,0.0003286,standardized (σ)
VN,Burnout (MDI),AI Volatility,25,0.0002864,standardized (σ)
VN,Burnout (MDI),AI Volatility,26,0.0002121,standardized (σ)
VN,Burnout (MDI),GenAI Shock,0,0.0,standardized (σ)
VN,Burnout (MDI),GenAI Shock,1,0.1291869,standardized (σ)
VN,Burnout (MDI),GenAI Shock,2,-0.1904852,standardized (σ)
VN,Burnout (MDI),GenAI Shock,3,-0.0830871,standardized (σ)
VN,Burnout (MDI),GenAI Shock,4,0.0851523,standardized (σ)
VN,Burnout (MDI),GenAI Shock,5,0.0606423,standardized (σ)
VN,Burnout (MDI),GenAI Shock,6,0.0356036,standardized (σ)
VN,Burnout (MDI),GenAI Shock,7,-0.016171,standardized (σ)
VN,Burnout (MDI),GenAI Shock,8,0.0049556,standardized (σ)
VN,Burnout (MDI),GenAI Shock,9,0.0217128,standardized (σ)
VN,Burnout (MDI),GenAI Shock,10,-0.0018761,standardized (σ)
VN,Burnout (MDI),GenAI Shock,11,-0.0051669,standardized (σ)
VN,Burnout (MDI),GenAI Shock,12,7.85e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,13,0.005408,standardized (σ)
VN,Burnout (MDI),GenAI Shock,14,-0.0017297,standardized (σ)
VN,Burnout (MDI),GenAI Shock,15,-0.0016373,standardized (σ)
VN,Burnout (MDI),GenAI Shock,16,0.0001938,standardized (σ)
VN,Burnout (MDI),GenAI Shock,17,0.0003822,standardized (σ)
VN,Burnout (MDI),GenAI Shock,18,-0.0004406,standardized (σ)
VN,Burnout (MDI),GenAI Shock,19,-0.0003709,standardized (σ)
VN,Burnout (MDI),GenAI Shock,20,7.67e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,21,4.44e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,22,-2.11e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,23,-4.51e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,24,2.68e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,25,4.79e-05,standardized (σ)
VN,Burnout (MDI),GenAI Shock,26,3.86e-05,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),0,0.0,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),1,0.0987903,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),2,0.0184523,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),3,0.0298261,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),4,-0.1576744,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),5,0.0299425,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),6,-0.0243401,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),7,0.0279044,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),8,-0.0324144,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),9,0.0099938,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),10,-0.0010637,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),11,0.0023142,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),12,-0.004986,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),13,0.0006365,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),14,-0.0001174,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),15,-0.0006649,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),16,-0.0014826,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),17,-0.0007591,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),18,-0.0008562,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),19,-0.000908,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),20,-0.0010217,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),21,-0.0008532,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),22,-0.0007572,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),23,-0.0007264,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),24,-0.0006748,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),25,-0.0006079,standardized (σ)
VN,Burnout (MDI),Job Insecurity (level),26,-0.0005169,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),0,1.0,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),1,-0.5535305,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),2,-0.0854214,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),3,0.0199822,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),4,0.0161205,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),5,0.0038889,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),6,-0.0669216,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),7,0.0524827,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),8,-0.0128798,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),9,0.0056324,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),10,-0.0119824,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),11,0.0063832,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),12,0.0017422,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),13,-0.0003211,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),14,-0.0007649,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),15,0.0008998,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),16,0.0010209,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),17,0.0001011,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),18,-0.0001181,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),19,0.000421,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),20,0.0002788,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),21,0.0001626,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),22,6.11e-05,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),23,0.0001748,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),24,0.0001267,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),25,8.51e-05,standardized (σ)
VN,Burnout (MDI),Burnout (MDI),26,6.97e-05,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),0,0.0,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),1,0.1992885,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),2,-0.0441393,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),3,0.0058256,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),4,0.0216627,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),5,-0.0169873,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),6,-0.0227169,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),7,-0.0109562,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),8,-0.0185928,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),9,-0.0143389,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),10,-0.0150915,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),11,-0.0106169,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),12,-0.0121628,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),13,-0.0070732,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),14,-0.0072957,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),15,-0.0057651,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),16,-0.0048901,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),17,-0.0034649,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),18,-0.0031811,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),19,-0.0024935,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),20,-0.0019615,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),21,-0.0015455,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),22,-0.0013054,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),23,-0.0010149,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),24,-0.0008117,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),25,-0.0006445,standardized (σ)
VN,Burnout (MDI),Job Quitting (level),26,-0.0005179,standardized (σ)
VN,Job Quitting (level),AI Volatility,0,0.0,standardized (σ)
VN,Job Quitting (level),AI Volatility,1,-0.0702075,standardized (σ)
VN,Job Quitting (level),AI Volatility,2,0.2845456,standardized (σ)
VN,Job Quitting (level),AI Volatility,3,0.0583636,standardized (σ)
VN,Job Quitting (level),AI Volatility,4,-0.0088331,standardized (σ)
VN,Job Quitting (level),AI Volatility,5,-0.0169622,standardized (σ)
VN,Job Quitting (level),AI Volatility,6,-0.0052496,standardized (σ)
VN,Job Quitting (level),AI Volatility,7,-0.0613266,standardized (σ)
VN,Job Quitting (level),AI Volatility,8,-0.0473149,standardized (σ)
VN,Job Quitting (level),AI Volatility,9,-0.0416417,standardized (σ)
VN,Job Quitting (level),AI Volatility,10,-0.0373253,standardized (σ)
VN,Job Quitting (level),AI Volatility,11,-0.0339644,standardized (σ)
VN,Job Quitting (level),AI Volatility,12,-0.0252174,standardized (σ)
VN,Job Quitting (level),AI Volatility,13,-0.0234655,standardized (σ)
VN,Job Quitting (level),AI Volatility,14,-0.0193882,standardized (σ)
VN,Job Quitting (level),AI Volatility,15,-0.0143146,standardized (σ)
VN,Job Quitting (level),AI Volatility,16,-0.0111755,standardized (σ)
VN,Job Quitting (level),AI Volatility,17,-0.0090964,standardized (σ)
VN,Job Quitting (level),AI Volatility,18,-0.0068512,standardized (σ)
VN,Job Quitting (level),AI Volatility,19,-0.005012,standardized (σ)
VN,Job Quitting (level),AI Volatility,20,-0.0039988,standardized (σ)
VN,Job Quitting (level),AI Volatility,21,-0.0029709,standardized (σ)
VN,Job Quitting (level),AI Volatility,22,-0.0021535,standardized (σ)
VN,Job Quitting (level),AI Volatility,23,-0.0015219,standardized (σ)
VN,Job Quitting (level),AI Volatility,24,-0.0011141,standardized (σ)
VN,Job Quitting (level),AI Volatility,25,-0.0007419,standardized (σ)
VN,Job Quitting (level),AI Volatility,26,-0.000499,standardized (σ)
VN,Job Quitting (level),GenAI Shock,0,0.0,standardized (σ)
VN,Job Quitting (level),GenAI Shock,1,-0.2601391,standardized (σ)
VN,Job Quitting (level),GenAI Shock,2,0.5069475,standardized (σ)
VN,Job Quitting (level),GenAI Shock,3,-0.0608057,standardized (σ)
VN,Job Quitting (level),GenAI Shock,4,-0.1856788,standardized (σ)
VN,Job Quitting (level),GenAI Shock,5,0.0197469,standardized (σ)
VN,Job Quitting (level),GenAI Shock,6,-0.0185318,standardized (σ)
VN,Job Quitting (level),GenAI Shock,7,-0.0589466,standardized (σ)
VN,Job Quitting (level),GenAI Shock,8,-0.01009,standardized (σ)
VN,Job Quitting (level),GenAI Shock,9,0.026538,standardized (σ)
VN,Job Quitting (level),GenAI Shock,10,-0.0119422,standardized (σ)
VN,Job Quitting (level),GenAI Shock,11,-0.0041421,standardized (σ)
VN,Job Quitting (level),GenAI Shock,12,0.0001471,standardized (σ)
VN,Job Quitting (level),GenAI Shock,13,-0.0026631,standardized (σ)
VN,Job Quitting (level),GenAI Shock,14,-0.0030747,standardized (σ)
VN,Job Quitting (level),GenAI Shock,15,0.0017281,standardized (σ)
VN,Job Quitting (level),GenAI Shock,16,-0.0006516,standardized (σ)
VN,Job Quitting (level),GenAI Shock,17,-0.0018813,standardized (σ)
VN,Job Quitting (level),GenAI Shock,18,-0.0012126,standardized (σ)
VN,Job Quitting (level),GenAI Shock,19,-0.000827,standardized (σ)
VN,Job Quitting (level),GenAI Shock,20,-0.0014879,standardized (σ)
VN,Job Quitting (level),GenAI Shock,21,-0.0010883,standardized (σ)
VN,Job Quitting (level),GenAI Shock,22,-0.0009174,standardized (σ)
VN,Job Quitting (level),GenAI Shock,23,-0.0009357,standardized (σ)
VN,Job Quitting (level),GenAI Shock,24,-0.0009665,standardized (σ)
VN,Job Quitting (level),GenAI Shock,25,-0.0007943,standardized (σ)
VN,Job Quitting (level),GenAI Shock,26,-0.0007335,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),0,0.0,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),1,-0.0479006,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),2,0.0432648,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),3,0.1515689,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),4,0.0167749,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),5,0.1034827,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),6,0.0627651,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),7,0.0505403,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),8,0.0311668,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),9,0.0477619,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),10,0.0326441,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),11,0.0370791,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),12,0.0322117,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),13,0.0317864,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),14,0.0238031,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),15,0.025241,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),16,0.0212705,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),17,0.0200623,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),18,0.0169183,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),19,0.0159131,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),20,0.0134128,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),21,0.0120426,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),22,0.0103566,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),23,0.0092049,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),24,0.0078839,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),25,0.0069017,standardized (σ)
VN,Job Quitting (level),Job Insecurity (level),26,0.00591,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),0,0.0,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),1,-0.0542652,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),2,0.0234365,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),3,0.1020975,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),4,-0.0705662,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),5,0.0506588,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),6,-0.0072257,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),7,-0.0304898,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),8,-0.0154936,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),9,-0.000287,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),10,-0.0043666,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),11,-0.0104613,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),12,-0.0053232,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),13,-0.0050107,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),14,-0.0061571,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),15,-0.0039875,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),16,-0.0038379,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),17,-0.0026527,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),18,-0.0028625,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),19,-0.0021229,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),20,-0.0021913,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),21,-0.001592,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),22,-0.0014306,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),23,-0.0011723,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),24,-0.0010631,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),25,-0.0008432,standardized (σ)
VN,Job Quitting (level),Burnout (MDI),26,-0.0007453,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),0,1.0,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),1,0.049804,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),2,0.3338198,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),3,0.3642811,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),4,0.2319454,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),5,0.1707421,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),6,0.2250921,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),7,0.1594798,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),8,0.12038,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),9,0.1220507,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),10,0.098853,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),11,0.0712946,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),12,0.0616956,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),13,0.052625,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),14,0.0398759,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),15,0.0322768,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),16,0.0267226,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),17,0.0207925,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),18,0.0161548,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),19,0.013206,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),20,0.0102984,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),21,0.0080126,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),22,0.0062885,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),23,0.0049385,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),24,0.0037343,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),25,0.0028848,standardized (σ)
VN,Job Quitting (level),Job Quitting (level),26,0.0021964,standardized (σ)
