,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR,l_SHOCK_Index,l_VOL_Base_Index,l_MDI_Index,l_LEARN_Index,l_ESCAPE_Index,l_INFL_sa,l_IIP_sa,l_EXR
2023-09-17,1.0,2.8,20.6,13.2,18.6,150.8832816749223,0.0441429181191832,24310.0,0.6931471805599453,1.33500106673234,3.0726933146901194,2.653241964607215,2.975529566236472,0.0441429181191832,5.016506568880072,10.098643067310169
2023-09-24,1.0,6.8,18.6,13.4,18.6,152.03312779234653,0.0441234407448698,24385.0,0.6931471805599453,2.0541237336955462,2.975529566236472,2.667228206581955,2.975529566236472,0.0441234407448698,5.024098443101776,10.101723468144153
2023-10-01,1.0,8.2,18.6,13.6,18.8,153.1829739097708,0.0441039805511467,24380.0,0.6931471805599453,2.2192034840549946,2.975529566236472,2.681021528714291,2.9856819377004897,0.0441039805511467,5.03163311477119,10.101518403035262
2023-10-08,1.0,8.0,20.8,15.6,18.2,153.43463110674048,0.0660266511654183,24435.0,0.6931471805599453,2.1972245773362196,3.0819099697950434,2.8094026953624978,2.954910279033736,0.0660266511654183,5.033274620342695,10.103771809704256
2023-10-15,1.0,7.8,21.0,15.6,18.4,153.68628830371017,0.0659830847442366,24550.0,0.6931471805599453,2.174751721484161,3.091042453358316,2.8094026953624978,2.9652730660692823,0.0659830847442366,5.034913435788911,10.108467133222666
2023-10-22,1.2,8.6,23.0,19.4,19.4,153.9379455006799,0.0659395757780512,24604.0,0.7884573603642702,2.2617630984737906,3.1780538303479458,3.0155349008501706,3.0155349008501706,0.0659395757780512,5.036549569912654,10.110664310328259
2023-10-29,1.2,15.4,24.4,19.4,20.8,154.18960269764958,0.0658961241533306,24570.0,0.7884573603642702,2.797281334830153,3.2347491740244907,3.0155349008501706,3.0819099697950434,0.0658961241533306,5.0381830314736025,10.109281465515226
2023-11-05,1.2,7.4,24.0,16.4,19.2,154.44125989461926,0.0658527297567879,24340.0,0.7884573603642702,2.128231705849268,3.2188758248682006,2.856470206220483,3.005682604407159,0.0658527297567879,5.039813829188578,10.099876366541519
2023-11-12,1.0,4.4,22.8,13.4,17.0,153.03135222416472,0.0595068838821877,24288.0,0.6931471805599453,1.6863989535702288,3.169685580677429,2.667228206581955,2.8903717578961645,0.0595068838821877,5.030642816897727,10.097737680195356
2023-11-19,1.0,4.8,20.6,12.8,16.8,151.62144455371018,0.0594714942491414,24240.0,0.6931471805599453,1.7578579175523736,3.0726933146901194,2.624668592163159,2.8791984572980396,0.0594714942491414,5.021386918044255,10.09575944018325
2023-11-26,1.0,4.0,20.8,13.6,18.0,150.21153688325563,0.0594361466845771,24250.0,0.6931471805599453,1.6094379124341003,3.0819099697950434,2.681021528714291,2.9444389791664403,0.0594361466845771,5.012044546521802,10.096171896365629
