r,trace_stat,trace_cv_90,trace_cv_95,max_stat,max_cv_95
0,63.4903979921905,44.4929,47.8545,39.69235526485445,27.5858
1,23.798042727336057,27.0669,29.7961,14.72472959202665,21.1314
2,9.073313135309405,13.4294,15.4943,7.8536153390010535,14.2639
3,1.2196977963083515,2.7055,3.8415,1.2196977963083515,3.8415
