,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR,l_SHOCK_Index,l_VOL_Base_Index,l_MDI_Index,l_LEARN_Index,l_ESCAPE_Index,l_INFL_sa,l_IIP_sa,l_EXR,d_l_SHOCK_Index,d_l_MDI_Index,d_l_IIP_sa,d_l_EXR,GARCH_vol_l_SHOCK_Index,GARCH_vol_l_VOL_Base_Index,GARCH_vol_l_MDI_Index,GARCH_vol_l_LEARN_Index,GARCH_vol_l_ESCAPE_Index
2022-04-24,0.0,9.6,22.0,22.8,23.8,171.4470937742813,0.1237273343596356,22956.0,0.0,2.360854001118021,3.1354942159291497,3.169685580677429,3.210843653170937,0.1237273343596356,5.144274727900761,10.041334619228254,0.0,-0.04255961441879608,-0.0007650955075204635,-0.00026133542550432765,0.0428730592157067,0.6862948200188563,0.1495898042171611,0.0832569402070328,0.1069675430234465
2022-05-01,0.0,8.6,21.0,22.8,23.0,171.31587018016708,0.1235744390003068,22955.0,0.0,2.26176309847379,3.091042453358316,3.169685580677429,3.1780538303479458,0.1235744390003068,5.143509046573867,10.041291056683322,0.0,-0.04445176257083361,-0.0007656813268939189,-4.356254493131928e-05,0.0394696397841647,0.6540238132976394,0.1447405582392421,0.0848297639160883,0.0945408788559744
2022-05-08,0.0,8.4,22.4,21.6,24.0,170.74234963820905,0.1073900878617806,23096.0,0.0,2.2407096892759584,3.152736022363656,3.1179499062782403,3.218875824868201,0.1073900878617806,5.140155692985709,10.04741472134277,0.0,0.06169356900533973,-0.0033533535881584697,0.006123664659448025,0.0373005419831489,0.6137022592381819,0.1447188988319031,0.0613390636443229,0.0862492126972598
2022-05-15,0.0,2.0,21.0,15.6,20.0,170.168829096251,0.1072748852682492,23140.0,0.0,1.0986122886681098,3.091042453358316,2.8094026953624978,3.044522437723423,0.1072748852682492,5.136791056571349,10.049318000747668,0.0,-0.06169356900533973,-0.0033646364143598007,0.001903279404897873,0.0362553767182993,0.6117528303076616,0.1494110974661358,0.1258081329287112,0.0955369805345694
2022-05-22,0.0,0.0,18.6,11.6,18.2,169.59530855429296,0.1071599295767278,23205.0,0.0,0.0,2.975529566236472,2.533696813957432,2.954910279033736,0.1071599295767278,5.133415061149105,10.052123051675276,0.0,-0.11551288712184427,-0.0033759954222443156,0.002805050927607411,0.0357246568995911,0.8622770235093461,0.1451901105800018,0.1484539657460686,0.0985626033292377
2022-05-29,0.0,3.0,16.0,12.0,21.0,169.0217880123349,0.1070452199943616,23193.0,0.0,1.3862943611198906,2.833213344056216,2.5649493574615367,3.091042453358316,0.1070452199943616,5.130027629763109,10.051605787988583,0.0,-0.14231622218025564,-0.0033874313859953986,-0.0005172636866923597,0.0355456954870821,1.1453513792319574,0.1518221187419382,0.1036859020881102,0.1126348666427669
2022-06-05,0.0,4.8,17.2,12.0,19.2,168.44826747037686,0.106930755731649,23155.0,0.0,1.7578579175523736,2.9014215940827497,2.5649493574615367,3.005682604407159,0.106930755731649,5.126628684672788,10.049966018914851,0.0,0.06820825002653352,-0.003398945090321348,-0.001639769073731756,0.035546309079172,0.8952577817555644,0.1629701440672973,0.088314897277899,0.1084092099206433
2022-06-12,0.0,3.6,19.8,11.0,17.4,168.51543129613444,0.0652954948412887,23232.0,0.0,1.5260563034950492,3.0349529867072724,2.4849066497880004,2.91235066461494,0.0652954948412887,5.127027325991677,10.053285917624525,0.0,0.13353139262452274,0.0003986413188892257,0.003319898709673197,0.0356519039780315,0.7603759480783162,0.1449310710457149,0.0964405954697611,0.0947395861045716
2022-06-19,0.0,0.0,19.0,10.2,19.2,168.582595121892,0.0652528876454061,23244.0,0.0,0.0,2.995732273553991,2.4159137783010487,3.005682604407159,0.0652528876454061,5.127425808458988,10.053802313194996,0.0,-0.03922071315328157,0.00039848246731111203,0.0005163955704716727,0.0358080375984413,0.6734210860579661,0.1510973777187695,0.09918881334388,0.0978952011158207
2022-06-26,0.0,0.0,14.8,10.2,19.0,168.6497589476496,0.0652103360180955,23255.0,0.0,0.0,2.760009940032921,2.4159137783010487,2.995732273553991,0.0652103360180955,5.127824132201269,10.054275441658197,0.0,-0.23572233352106986,0.0003983237422806596,0.0004731284632004673,0.0359866465040974,1.160963959904902,0.1457374048897979,0.081370131326578,0.0924022835431693
2022-07-03,0.0,0.0,13.4,9.4,18.0,168.71692277340716,0.0651678398507549,23350.0,0.0,0.0,2.667228206581955,2.341805806147327,2.9444389791664403,0.0651678398507549,5.128222297344918,10.058352263097044,0.0,-0.09278173345096619,0.0003981651436486544,0.0040768214388471335,0.0361701612659649,0.9353123306978504,0.1840549037203449,0.1073355655903102,0.0863960431073375
2022-07-10,0.0,0.0,16.0,8.0,17.2,168.51775610674048,0.0128154213075326,23415.0,0.0,0.0,2.833213344056216,2.19722457733622,2.9014215940827497,0.0128154213075326,5.127041121728673,10.061132121617645,0.0,0.16598513747426136,-0.0011811756162449782,0.0027798585206006976,0.0363492607580254,0.7472428619450072,0.166229829246255,0.1458074571052941,0.0823352544918999
2022-07-17,0.0,0.0,18.0,7.6,17.8,168.31858944007382,0.0128137791677529,23410.0,0.0,0.0,2.9444389791664403,2.151762203259462,2.933856869835904,0.0128137791677529,5.125858549286533,10.060918560484955,0.0,0.1112256351102241,-0.0011825724421399286,-0.00021356113268922172,0.0365188035266664,0.7566041538461247,0.1474202339684329,0.1364261805169125,0.0879035547710938
2022-07-24,0.0,0.0,17.8,8.2,17.6,168.11942277340714,0.0128121374487477,23358.0,0.0,0.0,2.933856869835904,2.2192034840549946,2.923161580719156,0.0128121374487477,5.1246745767108886,10.05869481683851,0.0,-0.01058210933053605,-0.0011839725756441766,-0.0022237436464447313,0.0366763921035536,0.72083368338728,0.1470891184153343,0.1021835045143112,0.0827251952167213
2022-07-31,0.0,0.0,16.6,8.0,17.6,167.92025610674048,0.0128104961503616,23393.0,0.0,0.0,2.8678989020441064,2.19722457733622,2.923161580719156,0.0128104961503616,5.1234892006823705,10.060192111293768,0.0,-0.06595796779179786,-0.0011853760285180925,0.0014972944552571477,0.0368211334402454,0.7321237460294882,0.1452928509305484,0.1205167256980642,0.0814200697501295
2022-08-07,0.0,0.0,13.4,8.0,16.0,167.7210894400738,0.0128088552724614,23390.0,0.0,0.0,2.667228206581955,2.19722457733622,2.833213344056216,0.0128088552724614,5.12230241786979,10.060063859578223,0.0,-0.20067069546215155,-0.0011867828125806668,-0.00012825171554453618,0.0369530340724992,0.7233960458458719,0.1502049142483149,0.1110643514979362,0.0809837544037262
2022-08-14,0.0,0.0,17.4,8.0,17.6,167.8867144400738,0.0346053287512138,23401.0,0.0,0.0,2.91235066461494,2.19722457733622,2.923161580719156,0.0346053287512138,5.123289433138989,10.060534035475412,0.0,0.24512245803298516,0.0009870152691995315,0.00047017589718834074,0.0370725854159144,0.7275047753977495,0.1830955974955367,0.1127610539895337,0.1104099290908175
2022-08-21,0.0,0.0,16.8,7.4,17.2,168.0523394400738,0.0345933576060941,23423.0,0.0,0.0,2.87919845729804,2.128231705849268,2.9014215940827497,0.0345933576060941,5.1242754751695685,10.06147372459291,0.0,-0.03315220731689994,0.0009860420305791706,0.0009396891174979771,0.0371805353161461,0.7250293270394664,0.1594034794227248,0.138721791651388,0.0968495036094486
2022-08-28,0.0,0.0,15.8,6.4,16.2,168.2179644400738,0.0345813947405515,23450.0,0.0,0.0,2.8213788864092133,2.0014800002101243,2.8449093838194077,0.0345813947405515,5.125260545878947,10.062625773874425,0.0,-0.05781957088882672,0.0009850707093788102,0.0011520492815151329,0.0372777453548964,0.7263354795614557,0.1472731002370123,0.1757792049201281,0.0927126114122164
2022-09-04,0.0,0.0,17.6,9.4,17.8,168.3835894400738,0.0345694401459928,23542.0,0.0,0.0,2.923161580719156,2.341805806147327,2.933856869835904,0.0345694401459928,5.126244647178881,10.066541338972426,0.0,0.10178269430994291,0.0009841012999336485,0.0039155650980013945,0.0373651098601904,0.7255967195170914,0.150845609786229,0.1939635170308679,0.1079859113432573
2022-09-11,0.0,0.0,16.0,12.4,17.4,168.03343555749802,0.0609070746857121,23620.0,0.0,0.0,2.833213344056216,2.5952547069568657,2.91235066461494,0.0609070746857121,5.124162980776756,10.069849089751353,0.0,-0.08994823666294005,-0.0020816664021250375,0.0033077507789265326,0.0374435084877667,0.725999277219461,0.1465480419857051,0.1412226113695962,0.0946786768312297
2022-09-18,0.0,5.0,20.6,12.6,18.0,167.68328167492228,0.0608700005489959,23700.0,0.0,1.791759469228055,3.0726933146901194,2.6100697927420065,2.9444389791664403,0.0608700005489959,5.122076971998671,10.073230327123223,0.0,0.23947997063390325,-0.00208600877808518,0.0033812373718706823,0.0375137804287628,0.725775508268789,0.1532264844571095,0.1053621960465684,0.0906887353897034
2022-09-25,0.0,4.8,17.4,13.0,19.0,167.33312779234654,0.0608329715189093,23820.0,0.0,1.7578579175523736,2.91235066461494,2.6390573296152584,2.995732273553991,0.0608329715189093,5.1199866026902745,10.07828084290929,0.0,-0.16034265007517945,-0.002090369308396234,0.005050515786066967,0.037576711118433,0.9844036945265932,0.1699075811938163,0.0662209152722346,0.084554699814313
2022-10-02,0.0,2.8,17.2,12.8,19.8,166.98297390977078,0.0607959875131625,23870.0,0.0,1.33500106673234,2.9014215940827497,2.624668592163159,3.0349529867072724,0.0607959875131625,5.117891854583129,10.080377719332876,0.0,-0.010929070532190277,-0.0020947481071456053,0.002096876423586025,0.0376330266097292,0.7363705459531453,0.1572714759142135,0.0594994842644981,0.0797560049023435
2022-10-09,0.0,4.4,21.4,15.4,18.8,166.21463110674048,0.0943729168401574,24120.0,0.0,1.6863989535702288,3.109060958860994,2.797281334830153,2.9856819377004897,0.0943729168401574,5.113279911679875,10.090796650841122,0.0,0.2076393647782444,-0.004611942903253841,0.010418931508246132,0.0376833924079606,0.7345327109876013,0.1456543660134608,0.0974009966606601,0.0780365214244648
2022-10-16,0.0,19.8,18.8,16.2,16.6,165.44628830371016,0.0942839383374138,24530.0,0.0,3.0349529867072724,2.9856819377004897,2.8449093838194077,2.8678989020441064,0.0942839383374138,5.108646600170435,10.107652137252536,0.0,-0.12337902116050437,-0.004633311509439686,0.016855486411413878,0.0377284149120343,0.6528143493264673,0.167288149287802,0.0592204809382491,0.0817348902166897
2022-10-23,0.0,26.4,22.8,22.0,20.8,164.67794550067987,0.0941951274615382,24830.0,0.0,3.310543013394025,3.169685580677429,3.1354942159291497,3.0819099697950434,0.0941951274615382,5.103991721117541,10.119807878502211,0.0,0.18400364297693939,-0.004654879052893968,0.01215574124967489,0.037768644294897,1.047673295059659,0.1500438970471616,0.1605254862267379,0.1303150936950572
2022-10-30,0.0,21.4,23.6,25.0,22.2,163.90960269764955,0.0941064837392202,24860.0,0.0,3.109060958860994,3.202746442938317,3.258096538021482,3.1441522786722644,0.0941064837392202,5.099315072792831,10.121015365064702,0.0,0.03306086226088789,-0.004676648324710264,0.0012074865624907005,0.0378045781251895,0.9233234115221656,0.1677783031129302,0.1403792316167692,0.11731429373203
2022-11-06,0.0,20.6,22.8,20.2,20.6,163.14125989461925,0.0940180066990592,24865.0,0.0,3.0726933146901194,3.169685580677429,3.054001181677967,3.0726933146901194,0.0940180066990592,5.094616450624391,10.12121647114884,0.0,-0.03306086226088789,-0.004698622168439748,0.00020110608413759223,0.0378366653012134,0.7110149867021112,0.1508975769178167,0.1286024260123453,0.1167738504347595
2022-11-13,0.0,12.2,17.6,14.0,18.6,162.50635222416471,0.0283344860890544,24805.0,0.0,2.580216829592325,2.923161580719156,2.70805020110221,2.975529566236472,0.0283344860890544,5.0907170916160185,10.11880052473515,0.0,-0.2465239999582729,-0.0038993590083729046,-0.0024159464136896958,0.0378653100408812,0.6783262057640829,0.1455395187739983,0.1681998172283265,0.1006492026674574
2022-11-20,0.0,9.2,16.6,12.2,14.4,161.87144455371018,0.0283264599322041,24833.0,0.0,2.322387720290225,2.8678989020441064,2.580216829592325,2.734367509419584,0.0283264599322041,5.086802468065622,10.119928692790662,0.0,-0.05526267867504986,-0.003914623550396179,0.001128168055512191,0.0378908757754251,0.6213709168825957,0.169899576402356,0.1248219426305051,0.1148301488335318
2022-11-27,0.0,10.6,14.6,12.6,16.6,161.23653688325564,0.0283184383210954,24500.0,0.0,2.451005098112319,2.747270914255491,2.6100697927420065,2.8678989020441064,0.0283184383210954,5.08287245999335,10.106428396532818,0.0,-0.12062798778861517,-0.003930008072272173,-0.013500296257843658,0.037913688860214,0.6061879664944217,0.1498058241642308,0.076236151892468,0.2234141098631782
2022-12-04,0.2,9.2,15.4,14.0,16.4,160.6016292128011,0.0283104212519313,23780.0,0.1823215567939546,2.322387720290225,2.797281334830153,2.70805020110221,2.856470206220483,0.0283104212519313,5.078926945999196,10.076600170244772,0.1823215567939546,0.05001042057466165,-0.003945513994153771,-0.029828226288046267,0.0804910072949472,0.6319188659328251,0.1634402872123001,0.0684269653046956,0.1882755953214746
2022-12-11,0.2,12.4,17.8,17.6,17.6,155.31052690365192,0.1533921708079422,23500.0,0.1823215567939546,2.5952547069568657,2.933856869835904,2.923161580719156,2.923161580719156,0.1533921708079422,5.045426512169378,10.06475570013225,0.0,0.13657553500575137,-0.03350043382981838,-0.011844470112521321,0.0714455418246762,0.6122453393976509,0.1456397167819908,0.1133620645924451,0.1599957010055889
2022-12-18,0.2,13.2,23.2,23.4,18.8,150.0194245945027,0.1531572395933933,23630.0,0.1823215567939546,2.653241964607215,3.186352633162641,3.194583132299156,2.9856819377004897,0.1531572395933933,5.01076478300889,10.070272370180954,0.0,0.2524957633267366,-0.034661729160488264,0.005516670048702821,0.0477164555633118,0.6576884054281106,0.1484630502314941,0.1679287159567196,0.1302560224825514
2022-12-25,0.2,12.0,19.2,24.0,20.6,144.72832228535353,0.1529230269066595,23600.0,0.1823215567939546,2.5649493574615367,3.005682604407159,3.218875824868201,3.0726933146901194,0.1529230269066595,4.974858345551326,10.0690019910137,0.0,-0.18067002875548166,-0.03590643745756328,-0.001270379167253921,0.0360695470597607,0.6620728973066735,0.1803708145358538,0.1208395065852218,0.1143314035328549
