,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR,l_SHOCK_Index,l_VOL_Base_Index,l_MDI_Index,l_LEARN_Index,l_ESCAPE_Index,l_INFL_sa,l_IIP_sa,l_EXR,d_l_SHOCK_Index,d_l_VOL_Base_Index,d_l_MDI_Index,d_l_LEARN_Index,d_l_ESCAPE_Index,d_l_IIP_sa,d_l_EXR,GARCH_vol_l_SHOCK_Index,GARCH_vol_l_VOL_Base_Index,GARCH_vol_l_MDI_Index,GARCH_vol_l_LEARN_Index,GARCH_vol_l_ESCAPE_Index
2022-03-27,0.0,0.0,16.6,0.8,20.4,101.1863803980915,0.0800608624844212,109.51482,0.0,0.0,2.8678989020441064,0.5877866649021191,3.0633909220278057,0.0800608624844212,4.616964166749997,4.696059882564343,0.0,0.0,0.03468555798789019,0.11778303565638348,0.0,-0.00026493409662453615,-0.002917718278593995,0.0554118524029704,0.1081058511532216,0.0755856171521705,0.071172484128904,0.0609045558489027
2022-04-03,0.0,0.0,17.6,0.6,20.8,101.15956912435657,0.0799968163432751,109.29598,0.0,0.0,2.923161580719156,0.4700036292457356,3.0819099697950434,0.0799968163432751,4.616699162444696,4.694059615000163,0.0,0.0,0.05526267867504986,-0.11778303565638348,0.018519047767237673,-0.00026500430530163044,-0.002000267564180369,0.0554011098446662,0.1074021039856346,0.0714797414546806,0.0898744758639532,0.0581323940619606
2022-04-10,0.0,0.0,15.8,1.0,19.2,101.12965557631604,0.2267192079857372,110.15534,0.0,0.0,2.8213788864092133,0.6931471805599453,3.005682604407159,0.2267192079857372,4.616403412156436,4.701891551419612,0.0,0.0,-0.10178269430994291,0.2231435513142097,-0.07622736538788422,-0.0002957502882594554,0.007831936419449015,0.055395532047623,0.1069901825870867,0.0746612456764283,0.1331903114763663,0.0580842196206975
2022-04-17,0.0,0.0,17.2,0.8,20.8,101.09974202827554,0.226206354729852,111.02084,0.0,0.0,2.9014215940827497,0.5877866649021191,3.0819099697950434,0.226206354729852,4.616107574374066,4.709717931437679,0.0,0.0,0.08004270767353638,-0.10536051565782623,0.07622736538788422,-0.00029583778237007863,0.007826380018067347,0.0553926361250563,0.1067696821956887,0.0996106535240327,0.1113779584555427,0.072957806276277
2022-04-24,0.0,0.4,17.8,1.0,19.2,101.06982848023505,0.2256958164506883,111.51188,0.0,0.3364722366212129,2.933856869835904,0.6931471805599453,3.005682604407159,0.2256958164506883,4.615811649045803,4.714131132309638,0.0,0.3364722366212129,0.032435275753154524,0.10536051565782623,-0.07622736538788422,-0.0002959253282632801,0.004413200871958622,0.0553911326535121,0.106672534283146,0.0956877644278975,0.1076772235246181,0.0731942672590069
2022-05-01,0.0,0.8,18.0,0.8,19.4,101.03991493219452,0.2251875775091116,113.7064,0.0,0.5877866649021191,2.9444389791664403,0.5877866649021191,3.0155349008501706,0.2251875775091116,4.615515636119816,4.733619687650806,0.0,0.25131442828090617,0.01058210933053605,-0.10536051565782623,0.009852296443011443,-0.00029601292598702145,0.019488555341167668,0.0553903521134692,0.206972287459019,0.0813112116493407,0.102894494226924,0.0805813595359392
2022-05-08,0.0,2.6,16.2,0.6,18.8,101.00843721876214,0.2207533577539111,114.46302,0.0,1.2809338454620642,2.8449093838194077,0.4700036292457356,2.9856819377004897,0.2207533577539111,4.61520405017168,4.740251801396121,0.0,0.6931471805599452,-0.09952959534703254,-0.11778303565638348,-0.02985296314968089,-0.0003115859481361838,0.006632113745315138,0.0553899468934825,0.2176991043258764,0.0717102566423994,0.1206721895779043,0.0693990201405551
2022-05-15,0.0,1.8,13.8,0.8,18.6,100.97695950532972,0.2202671107110143,115.30248000000002,0.0,1.029619417181158,2.694627180770069,0.5877866649021191,2.975529566236472,0.2202671107110143,4.6148923671074815,4.747558936150374,0.0,-0.25131442828090633,-0.15028220304933892,0.11778303565638348,-0.010152371464017929,-0.0003116830641980428,0.007307134754253042,0.0553897365232473,0.4512689482970198,0.0975101725474904,0.0910876145562185,0.0702769930088457
2022-05-22,0.0,2.4,13.2,1.2,17.0,100.94548179189734,0.2197830010447488,114.43122,0.0,1.2237754316221157,2.653241964607215,0.7884573603642702,2.8903717578961645,0.2197830010447488,4.614580586866661,4.739973943812595,0.0,0.19415601444095776,-0.041385216162853844,0.2006706954621511,-0.08515780834030728,-0.0003117802408203474,-0.007584992337778651,0.0553896273096865,0.3928419443667038,0.1323928645442441,0.1168731210723558,0.0662574620891802
2022-05-29,0.0,2.0,12.6,1.0,17.0,100.91400407846491,0.2193010146933627,113.01604,0.0,1.0986122886681098,2.6100697927420065,0.6931471805599453,2.8903717578961645,0.2193010146933627,4.614268709388604,4.727529755541487,0.0,-0.12516314295400588,-0.0431721718652085,-0.09531017980432488,0.0,-0.0003118774780572764,-0.01244418827110838,0.0553895706116214,0.3859695270190699,0.1052784548710888,0.1034903424180108,0.0919357819377061
2022-06-05,0.0,2.6,13.4,0.6,18.0,100.88252636503252,0.2188211377179616,112.765225,0.0,1.2809338454620642,2.667228206581955,0.4700036292457356,2.9444389791664403,0.2188211377179616,4.61395673461264,4.725308002526042,0.0,0.18232155679395445,0.05715841383994835,-0.2231435513142097,0.054067221270275745,-0.0003119747759638969,-0.002221753015445138,0.0553895411769224,0.3216507090618192,0.0907891584347088,0.1533644109516002,0.0813135759909954
2022-06-12,0.0,3.4,13.6,1.0,18.0,100.90703815085956,0.0114481877036221,113.45428,0.0,1.4816045409242156,2.681021528714291,0.6931471805599453,2.9444389791664403,0.0114481877036221,4.614199678651955,4.731399936384675,0.0,0.20067069546215133,0.013793322132336083,0.2231435513142097,0.0,0.00024294403931524045,0.0060919338586336025,0.055389525895957,0.3174667965284924,0.0841486721905404,0.1564266579838029,0.0703487780590262
2022-06-19,0.0,1.6,13.2,0.6,19.6,100.93154993668658,0.0114468772436149,115.85764,0.0,0.9555114450274363,2.653241964607215,0.4700036292457356,3.025291075795536,0.0114468772436149,4.6144425636838,4.752362196049661,0.0,-0.5260930958967792,-0.027779564107075938,-0.2231435513142097,0.08085209662909554,0.00024288503184433097,0.02096225966498544,0.0553895179628756,0.3063276851637941,0.0733091574553898,0.1866943467398053,0.0634366492748975
2022-06-26,0.0,1.8,13.2,0.8,18.4,100.9560617225136,0.0114455670836344,115.234625,0.0,1.029619417181158,2.653241964607215,0.5877866649021191,2.9652730660692823,0.0114455670836344,4.61468538973683,4.746970267337521,0.0,0.07410797215372156,0.0,0.11778303565638348,-0.060018009726253485,0.0002428260530304982,-0.00539192871213956,0.0553895138444334,0.3645691432199346,0.0712714380818629,0.1358249372465187,0.0781256895003987
2022-07-03,0.0,1.2,12.6,0.6,17.0,100.98057350834064,0.0114442572234807,115.39616,0.0,0.7884573603642702,2.6100697927420065,0.4700036292457356,2.8903717578961645,0.0114442572234807,4.6149281568396825,4.748371077957097,0.0,-0.24116205681688774,-0.0431721718652085,-0.11778303565638348,-0.0749013081731178,0.00024276710285242586,0.0014008106195761982,0.0553895117063531,0.3223673258340371,0.0667212142557525,0.1387391653842138,0.0717446775461967
2022-07-10,0.2,1.6,13.4,0.8,19.0,100.9617839250073,0.021093554231033,117.5703,0.1823215567939546,0.9555114450274363,2.667228206581955,0.5877866649021191,2.995732273553991,0.021093554231033,4.614742068258502,4.767036452547739,0.1823215567939546,0.16705408466316618,0.05715841383994835,0.11778303565638348,0.10536051565782634,-0.00018608858118085436,0.018665374590641548,0.0553895105963734,0.304734622358726,0.0723794218057932,0.1124178925120814,0.0797028288879976
2022-07-17,0.0,1.4,14.0,0.8,19.2,100.94299434167397,0.0210891057890627,118.48546000000002,0.0,0.8754687373538999,2.70805020110221,0.5877866649021191,3.005682604407159,0.0210891057890627,4.614555945041915,4.774790252624933,-0.1823215567939546,-0.0800427076735365,0.040821994520255256,0.0,0.009950330853168321,-0.000186123216586509,0.007753800077193951,0.1279324927850814,0.2759892203679974,0.0756332326681218,0.0705679498657208,0.0821673314952253
2022-07-24,0.0,1.8,14.2,1.0,19.2,100.92420475834062,0.0210846592229696,117.20286000000002,0.0,1.029619417181158,2.7212954278522306,0.6931471805599453,3.005682604407159,0.0210846592229696,4.614369787177028,4.763906279575546,0.0,0.15415067982725805,0.013245226750020489,0.10536051565782623,0.0,-0.0001861578648867379,-0.010883973049386597,0.1931686040068577,0.243554739142809,0.0727490487482243,0.0845125918454392,0.0709953415991507
2022-07-31,0.2,2.4,13.8,1.0,18.8,100.90541517500728,0.0210802145315769,116.97414,0.1823215567939546,1.2237754316221157,2.694627180770069,0.6931471805599453,2.9856819377004897,0.0210802145315769,4.614183594650938,4.761952884726964,0.1823215567939546,0.19415601444095776,-0.026668247082161756,0.0,-0.020000666706669445,-0.00018619252609042292,-0.0019533948485825903,0.1550083468814991,0.2240783242517747,0.0675288919017357,0.0612656176805701,0.0646135592590009
2022-08-07,0.2,1.4,13.2,0.8,18.6,100.88662559167396,0.0210757717136855,116.49877999999998,0.1823215567939546,0.8754687373538999,2.653241964607215,0.5877866649021191,2.975529566236472,0.0210757717136855,4.613997367450735,4.757880800847918,0.0,-0.3483066942682158,-0.041385216162853844,-0.10536051565782623,-0.010152371464017929,-0.00018622720020289307,-0.004072083879045785,0.1402861524323494,0.2145440965457488,0.0683928653441537,0.0713326394442512,0.0607303663020525
2022-08-14,0.2,1.2,13.4,1.0,19.4,100.95316283125727,0.0904613645889673,115.89782,0.1823215567939546,0.7884573603642702,2.667228206581955,0.6931471805599453,3.0155349008501706,0.0904613645889673,4.614656674939248,4.752708940850431,0.0,-0.08701137698962969,0.013986241974739855,0.10536051565782623,0.04000533461369882,0.0006593074885126171,-0.00517185999748726,0.1145482490840454,0.2759999569646063,0.0725466187503307,0.0757858822781721,0.0586964701912034
2022-08-21,0.2,1.2,13.6,1.2,18.6,101.0197000708406,0.0903796059640971,117.26962,0.1823215567939546,0.7884573603642702,2.681021528714291,0.7884573603642702,2.975529566236472,0.0903796059640971,4.615315548027784,4.764475728082288,0.0,0.0,0.013793322132336083,0.09531017980432488,-0.04000533461369882,0.0006588730885361826,0.011766787231857201,0.0948710210757121,0.2351476092918669,0.0674702065756645,0.0779466904651708,0.0601574047794689
2022-08-28,0.2,1.0,14.2,1.0,17.8,101.08623731042394,0.0902979949920279,118.73206,0.1823215567939546,0.6931471805599453,2.7212954278522306,0.6931471805599453,2.933856869835904,0.0902979949920279,4.615973987288395,4.776869357817762,0.0,-0.09531017980432488,0.04027389913793966,-0.09531017980432488,-0.04167269640056759,0.0006584392606114875,0.012393629735473866,0.0784082188953451,0.2021373501541719,0.0650294188576271,0.0857761075575451,0.0618777964254339
2022-09-04,0.2,1.0,13.0,1.0,17.6,101.15277455000728,0.0902165312731462,119.29374,0.1823215567939546,0.6931471805599453,2.6390573296152584,0.6931471805599453,2.923161580719156,0.0902165312731462,4.616631993292004,4.781588854969374,0.0,0.0,-0.08223809823697215,0.0,-0.010695289116747997,0.0006580060036087687,0.004719497151612018,0.0683146811105665,0.1947676015193049,0.0678186131157177,0.0656694430213619,0.0667578452638249
2022-09-11,0.2,0.8,15.0,1.0,18.8,101.23329402632088,0.1312316041850447,120.1175,0.1823215567939546,0.5877866649021191,2.772588722239781,0.6931471805599453,2.9856819377004897,0.1312316041850447,4.617427695102196,4.788470430377734,0.0,-0.10536051565782623,0.13353139262452274,0.0,0.06252035698133351,0.0007957018101922841,0.006881575408359986,0.0624344623357594,0.1719034610630554,0.0879788131974092,0.0569385103375299,0.0656749654920048
2022-09-18,0.2,1.0,14.6,1.0,18.4,101.3138135026345,0.1310596125530416,119.76516,0.1823215567939546,0.6931471805599453,2.747270914255491,0.6931471805599453,2.9652730660692823,0.1310596125530416,4.6182227642743765,4.785532825355535,0.0,0.10536051565782623,-0.025317807984289953,0.0,-0.020408871631207415,0.0007950691721800851,-0.0029376050221987526,0.059151701822994,0.1803043263800526,0.1144676130594805,0.0521115931507986,0.0653263169168735
2022-09-25,0.0,0.8,14.8,1.0,16.2,101.39433297894811,0.1308880711540894,121.62458,0.0,0.5877866649021191,2.760009940032921,0.6931471805599453,2.8449093838194077,0.1308880711540894,4.619017201813726,4.800939087262797,-0.1823215567939546,-0.10536051565782623,0.012739025777429802,0.0,-0.12036368224987459,0.0007944375393496017,0.015406261907261687,0.0573734440143443,0.1614741219005178,0.0922390986283523,0.0471887487436983,0.0615202064641224
2022-10-02,0.0,0.8,15.4,1.4,18.4,101.47485245526175,0.1307169782226447,124.10498,0.0,0.5877866649021191,2.797281334830153,0.8754687373538999,2.9652730660692823,0.1307169782226447,4.619811008723035,4.821127820333701,0.0,0.0,0.03727139479723185,0.18232155679395456,0.12036368224987459,0.0007938069093089695,0.02018873307090452,0.147829542631012,0.1776820211705749,0.0775452755792426,0.0887804412580395,0.0969723338045153
2022-10-09,0.0,1.4,15.4,1.2,20.2,101.43036148643893,0.0551744372601081,122.79592,0.0,0.8754687373538999,2.797281334830153,0.7884573603642702,3.054001181677967,0.0551744372601081,4.6193724692821645,4.810523790405387,0.0,0.2876820724517808,0.0,-0.08701137698962969,0.08872811560868454,-0.00043853944087057783,-0.010604029928313885,0.1141607185337184,0.1590579374776247,0.0729168003481895,0.0791091597079889,0.0920490593916498
2022-10-16,0.0,1.4,15.2,1.0,18.6,101.38587051761608,0.0551440118618851,124.1455,0.0,0.8754687373538999,2.785011242238338,0.6931471805599453,2.975529566236472,0.0551440118618851,4.618933737440074,4.821454264821219,0.0,0.0,-0.012270092591814663,-0.09531017980432488,-0.07847161544149506,-0.000438731842090867,0.010930474415832059,0.1030856246255464,0.1927891800416501,0.0675216944092337,0.0837204801013956,0.0943811872132965
2022-10-23,0.0,1.4,15.8,1.0,18.2,101.34137954879324,0.055113620000724,123.57622,0.0,0.8754687373538999,2.8213788864092133,0.6931471805599453,2.954910279033736,0.055113620000724,4.618494813027864,4.816858131691326,0.0,0.0,0.036367644170875124,0.0,-0.02061928720273576,-0.00043892441220982903,-0.004596133129893154,0.0836184991135748,0.1726009704630687,0.0659363519255699,0.0605656815644232,0.081089780180755
2022-10-30,0.0,4.6,14.8,1.0,18.2,101.2968885799704,0.0550832616212471,122.10518,0.0,1.7227665977411035,2.760009940032921,0.6931471805599453,2.954910279033736,0.0550832616212471,4.618055695876414,4.804882804459201,0.0,0.8472978603872037,-0.06136894637629231,0.0,0.0,-0.00043911715144950847,-0.011975327232125466,0.0714504207227242,0.153088723081628,0.0673549088277817,0.0500942504953268,0.0705218400811374
2022-11-06,0.0,13.2,15.4,1.2,17.4,101.25239761114754,0.0550529366680985,122.9872,0.0,2.653241964607215,2.797281334830153,0.7884573603642702,2.91235066461494,0.0550529366680985,4.617616385816378,4.812080284916625,0.0,0.9304753668661114,0.03727139479723185,0.09531017980432488,-0.04255961441879608,-0.00043931006003639084,0.007197480457424632,0.0642307357912222,0.49327523952946,0.0789818091459338,0.0529839751474111,0.0642224217171365
2022-11-13,0.0,13.2,15.8,1.0,16.8,100.95516462928566,0.0200547423339303,120.68345,0.0,2.653241964607215,2.8213788864092133,0.6931471805599453,2.87919845729804,0.0200547423339303,4.614676503720493,4.793171001883557,0.0,0.0,0.02409755157906046,-0.09531017980432488,-0.03315220731689994,-0.002939882095884805,-0.018909283033067936,0.060141858182377,0.6245585340483542,0.0736118777936514,0.0753538414555759,0.0691185499595947
2022-11-20,0.0,5.2,11.8,1.0,13.0,100.65793164742377,0.0200507212134715,117.90348,0.0,1.824549292051046,2.5494451709255714,0.6931471805599453,2.6390573296152584,0.0200507212134715,4.611727953227543,4.769866323647161,0.0,-0.828692672556169,-0.27193371548364187,0.0,-0.24014112768278162,-0.002948550492949842,-0.02330467823639637,0.0579053835267748,0.5166184086248145,0.068894649182694,0.0588302288561381,0.0724184587173037
2022-11-27,0.6,4.6,16.2,1.4,17.2,100.36069866556188,0.0200467017051897,118.300075,0.4700036292457356,1.7227665977411035,2.8449093838194077,0.8754687373538999,2.9014215940827497,0.0200467017051897,4.608770683067871,4.773224404965544,0.4700036292457356,-0.10178269430994247,0.2954642128938363,0.18232155679395456,0.2623642644674913,-0.002957270159671843,0.0033580813183826663,0.0567095530217327,0.5044846874404098,0.198539397992927,0.0952354493797291,0.1854603014046634
2022-12-04,3.2,5.4,18.6,1.4,16.8,100.0634656837,0.0200426838081524,117.49056,1.4350845252893227,1.8562979903656265,2.975529566236472,0.8754687373538999,2.87919845729804,0.0200426838081524,4.605804641515611,4.766357989931217,0.9650808960435872,0.13353139262452296,0.13062018241706408,0.0,-0.022223136784709663,-0.0029660415522601014,-0.006866415034326501,0.3053327913360447,0.4230714635257919,0.2414526046121686,0.0634466142344123,0.1701502013871831
2022-12-11,3.8,5.0,17.0,1.4,17.2,100.33669434877623,0.1979783803081058,117.03362,1.5686159179138452,1.791759469228055,2.8903717578961645,0.8754687373538999,2.9014215940827497,0.1979783803081058,4.608531474012491,4.76246124394788,0.13353139262452252,-0.06453852113757153,-0.08515780834030728,0.0,0.022223136784709663,0.002726832496879439,-0.0038967459833374463,0.3741092331409991,0.365934443256839,0.1888593302830588,0.0446981205313064,0.1283137582442202
2022-12-18,2.0,2.6,10.0,1.4,12.8,100.60992301385248,0.1975872003691092,116.4522,1.0986122886681098,1.2809338454620642,2.3978952727983707,0.8754687373538999,2.624668592163159,0.1975872003691092,4.611250891109873,4.757480888380319,-0.47000362924573547,-0.5108256237659907,-0.49247648509779385,0.0,-0.2767530019195905,0.002719417097382326,-0.0049803555675609346,0.2739218643562722,0.3061203766535101,0.1484944780627324,0.0298282301863537,0.1028550691804902
2022-12-25,1.6,2.2,8.8,1.2,12.6,100.88315167892873,0.197197563224738,116.40632,0.9555114450274363,1.1631508098056809,2.2823823856765264,0.7884573603642702,2.6100697927420065,0.197197563224738,4.613962933029558,4.757086829356035,-0.14310084364067344,-0.11778303565638337,-0.11551288712184427,-0.08701137698962969,-0.01459879942115272,0.0027120419196853263,-0.0003940590242841324,0.2501282249576141,0.3727191095841654,0.3539288949844886,0.0555464232699191,0.1911668920505315
2023-01-01,2.2,6.2,11.8,1.4,16.4,101.15638034400496,0.1968094597659009,115.98805,1.1631508098056809,1.9740810260220096,2.5494451709255714,0.8754687373538999,2.856470206220483,0.1968094597659009,4.616667639666979,4.753487168558345,0.20763936477824452,0.8109302162163288,0.26706278524904503,0.08701137698962969,0.24640041347847674,0.0027047066374201734,-0.0035996607976898076,0.1841031174277418,0.3146011151082659,0.2560615394891627,0.0506877714852115,0.1553972298541847
2023-01-08,3.0,6.6,13.8,2.0,17.8,101.04480539820077,0.0177500083304638,116.37465,1.3862943611198906,2.028148247292285,2.694627180770069,1.0986122886681098,2.933856869835904,0.0177500083304638,4.6155640362759405,4.756814728073912,0.2231435513142097,0.05406722127027552,0.14518200984449736,0.22314355131420993,0.07738666361542101,-0.0011036033910380993,0.003327559515566847,0.1480377595826892,0.5017232134790529,0.2510058346453946,0.1066255137888389,0.1543118389721095
2023-01-15,3.4,18.2,15.2,2.4,18.4,100.93323045239656,0.017746858261658,114.73182,1.4816045409242156,2.954910279033736,2.785011242238338,1.2237754316221157,2.9652730660692823,0.017746858261658,4.6144592135987255,4.74259740501653,0.09531017980432499,0.9267620317414509,0.09038406146826938,0.12516314295400588,0.0314161962333781,-0.0011048226772150116,-0.014217323057382103,0.1386913479611013,0.4153126788165096,0.1988857104015951,0.1218938510232588,0.1355856698034186
2023-01-22,4.4,23.0,16.2,2.8,19.6,100.82165550659236,0.0177437093106913,114.182575,1.6863989535702288,3.1780538303479458,2.8449093838194077,1.33500106673234,3.025291075795536,0.0177437093106913,4.613353168938163,4.737798702392521,0.20479441264601328,0.2231435513142097,0.05989814158106954,0.11122563511022432,0.060018009726253485,-0.0011060446605624108,-0.004798702624008833,0.124918324892644,0.5854885488456658,0.1527389358001876,0.1363122837530425,0.1209573607349559
2023-01-29,5.0,15.4,17.0,2.6,20.2,100.71008056078816,0.0177405614770531,113.84372,1.791759469228055,2.797281334830153,2.8903717578961645,1.2809338454620642,3.054001181677967,0.0177405614770531,4.612245899588124,4.734826630689725,0.10536051565782611,-0.3807724955177929,0.045462374076756795,-0.054067221270275745,0.02871010588243106,-0.0011072693500393527,-0.0029720717027954535,0.1911915462715602,0.5027345085091934,0.1185184719574315,0.0836053190699902,0.1183075607897961
2023-02-05,5.8,11.0,17.8,2.8,18.4,100.59850561498398,0.017737414760055,113.85764,1.916922612182061,2.4849066497880004,2.933856869835904,1.33500106673234,2.9652730660692823,0.017737414760055,4.611137402833477,4.734948896099271,0.1251631429540061,-0.3123746850421525,0.043485111939739696,0.054067221270275745,-0.08872811560868454,-0.0011084967546466373,0.000122265409546074,0.1514074072033127,0.430744680419764,0.0960342381189297,0.078752671760809,0.1068241262434739
2023-02-12,5.4,8.6,16.4,2.8,18.6,100.67303276606206,0.0518857641555348,115.19318,1.8562979903656265,2.26176309847379,2.856470206220483,1.33500106673234,2.975529566236472,0.0518857641555348,4.611877966105201,4.746610545120431,-0.060624621816434576,-0.22314355131421015,-0.07738666361542101,0.0,0.010256500167189486,0.000740563271723893,0.011661649021159626,0.155063606750469,0.3624599903770946,0.0834713277131878,0.0488237766293636,0.0893493655832124
2023-02-19,4.8,7.0,16.0,3.4,18.4,100.74755991714017,0.0518588567914202,115.4439,1.7578579175523736,2.079441541679836,2.833213344056216,1.4816045409242156,2.9652730660692823,0.0518588567914202,4.61261798134879,4.74878469767874,-0.09844007281325284,-0.182321556793954,-0.023256862164267034,0.14660347419187558,-0.010256500167189486,0.0007400152435890206,0.002174152558309217,0.1276841069636454,0.3090371649540859,0.0918415109006143,0.0743967457593746,0.0747879139993157
2023-02-26,5.0,6.6,16.4,3.6,18.4,100.82208706821824,0.0518319773205266,116.527975,1.791759469228055,2.028148247292285,2.856470206220483,1.5260563034950492,2.9652730660692823,0.0518319773205266,4.613357449374743,4.758131372934825,0.03390155167568132,-0.051293294387551036,0.023256862164267034,0.04445176257083361,0.0,0.0007394680259533715,0.00934667525608468,0.1077887273039403,0.2721650291445985,0.0796081990996454,0.0547875339933496,0.0667741878153112
2023-03-05,4.8,6.6,16.6,3.2,19.2,100.89661421929632,0.0518051256995111,116.74158,1.7578579175523736,2.028148247292285,2.8678989020441064,1.4350845252893227,3.005682604407159,0.0518051256995111,4.614096370991761,4.759962774033894,-0.03390155167568132,0.0,0.011428695823623158,-0.09097177820572644,0.04040953833787686,0.0007389216170174961,0.0018314010990687635,0.0873339447063574,0.2325233124034832,0.0717550219246486,0.0772008238804022,0.0614504321176
2023-03-12,5.2,8.0,16.6,3.4,18.4,100.91560294556136,0.0877731305747753,117.23316,1.824549292051046,2.19722457733622,2.8678989020441064,1.4816045409242156,2.9652730660692823,0.0877731305747753,4.6142845531205525,4.764164772277893,0.06669137449867235,0.16907633004393485,0.0,0.04652001563489283,-0.04040953833787686,0.00018818212879168073,0.004201998243999583,0.0949085086190968,0.2004674565429651,0.0669624561645223,0.0476665361236641,0.0619810599325641
